Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,fantasy_points,season,player_type,GS,W,L,SV,IP,ER,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,IP_numeric
A.J. Minter,29,618,Maj-NL,Atlanta,73,,247,29,59,8,1,6,,23,2,83,0,,2,6,17,4,,,,,216.04999999999998,2023,pitcher,0.0,4.0,6.0,10.0,67.0,27.0,3.63,1.0,272.0,1102.0,0.65,0.15,0.14,0.36,0.27,0.1,1.224,0.331,11.1,3.61,67.0
Sam Moll,31,630,"Maj-AL,Maj-NL","Cincinnati,Oakland",70,,228,22,47,9,2,2,,30,8,68,7,,2,6,12,1,,,,,186.35000000000002,2023,pitcher,1.0,2.0,3.0,1.0,62.1,21.0,3.03,1.0,268.0,1026.0,0.64,0.2,0.09,0.52,0.19,0.06,1.235,0.281,9.8,2.27,62.1
Rafael Montero,32,608,Maj-AL,Houston,73,,282,43,76,14,3,11,,32,0,87,4,,1,6,12,2,,,,,192.05,2023,pitcher,0.0,3.0,3.0,1.0,72.1,40.0,4.98,1.0,319.0,1346.0,0.62,0.13,0.13,0.41,0.26,0.06,1.493,0.351,10.8,2.72,72.1
Jordan Montgomery,30,602,"Maj-AL,Maj-NL","St. Louis,Texas",38,,845,86,214,52,3,21,,53,1,183,4,,6,21,15,1,,,,,546.1500000000001,2023,pitcher,37.0,13.0,12.0,,219.2,77.0,3.15,2.0,912.0,3378.0,0.64,0.16,0.11,0.44,0.27,0.07,1.215,0.298,7.5,3.45,219.2
Matt Moore,34,630,"Maj-AL,Maj-NL","Cleveland,Los Angeles,Miami",50,,198,16,46,10,1,7,,15,3,60,3,,1,5,5,0,,,,,172.6,2023,pitcher,0.0,5.0,1.0,,52.2,15.0,2.56,0.0,218.0,842.0,0.67,0.14,0.14,0.35,0.23,0.09,1.158,0.295,10.3,4.0,52.2
Dauri Moreta,27,629,Maj-NL,Pittsburgh,55,,209,26,39,16,1,4,,24,1,76,3,,3,3,6,0,,,,,197.39999999999998,2023,pitcher,0.0,5.0,2.0,1.0,58.0,24.0,3.72,0.0,239.0,963.0,0.63,0.19,0.14,0.4,0.24,0.11,1.086,0.265,11.8,3.17,58.0
Eli Morgan,27,630,Maj-AL,Cleveland,61,,273,37,73,11,1,9,,24,1,75,1,,1,1,11,2,,,,,185.2,2023,pitcher,0.0,5.0,2.0,1.0,67.1,30.0,4.01,0.0,299.0,1200.0,0.66,0.14,0.14,0.41,0.25,0.09,1.441,0.337,10.0,3.13,67.1
Charlie Morton,39,638,Maj-NL,Atlanta,30,,615,70,150,30,3,14,,83,2,183,12,,3,15,16,3,,,,,457.0,2023,pitcher,30.0,14.0,12.0,,163.1,66.0,3.64,3.0,716.0,2847.0,0.61,0.18,0.13,0.44,0.26,0.05,1.427,0.323,10.1,2.2,163.1
Kyle Muller,25,629,Maj-AL,Oakland,21,,324,65,112,22,1,16,,39,1,56,3,,4,6,10,3,,,,,69.35000000000001,2023,pitcher,13.0,1.0,5.0,,77.0,65.0,7.6,4.0,372.0,1455.0,0.62,0.13,0.09,0.43,0.23,0.05,1.961,0.375,6.5,1.44,77.0
Joe Musgrove,30,694,Maj-NL,San Diego,17,,365,35,90,17,0,10,,21,1,97,9,,4,11,5,2,,,,,277.5,2023,pitcher,17.0,10.0,3.0,,97.1,33.0,3.05,1.0,399.0,1550.0,0.67,0.17,0.11,0.46,0.24,0.06,1.14,0.305,9.0,4.62,97.1
Andrew Nardi,24,626,Maj-NL,Miami,64,,217,21,46,11,0,8,,22,2,75,4,,0,3,1,1,,,,,203.3,2023,pitcher,0.0,8.0,1.0,3.0,58.2,19.0,2.91,0.0,244.0,977.0,0.66,0.15,0.14,0.45,0.2,0.1,1.159,0.284,11.5,3.41,58.2
Kyle Nelson,26,599,Maj-NL,Arizona,73,,241,34,65,12,0,14,,16,1,68,1,,0,3,1,0,,,,,170.55,2023,pitcher,2.0,7.0,4.0,,61.0,28.0,4.13,0.0,261.0,970.0,0.66,0.15,0.15,0.43,0.22,0.11,1.328,0.321,10.0,4.25,61.0
Ryne Nelson,25,599,Maj-NL,Arizona,32,,587,91,169,39,10,25,,47,0,103,1,,11,15,2,4,,,,,238.55000000000004,2023,pitcher,27.0,8.0,8.0,,150.1,89.0,5.33,0.0,649.0,2467.0,0.65,0.15,0.09,0.38,0.23,0.09,1.437,0.306,6.2,2.19,150.1
H\xc3\xa9ctor Neris,34,607,Maj-AL,Houston,78,,267,22,47,7,0,10,,36,0,85,4,,1,5,9,2,,,,,254.8,2023,pitcher,0.0,6.0,3.0,2.0,76.2,19.0,2.23,0.0,310.0,1225.0,0.64,0.14,0.14,0.34,0.19,0.14,1.083,0.214,10.0,2.36,76.2
Aaron Nola,30,607,Maj-NL,Philadelphia,36,,825,111,196,39,4,34,,49,0,225,2,,4,18,22,6,,,,,587.8,2023,pitcher,36.0,15.0,10.0,,216.2,102.0,4.24,3.0,882.0,3437.0,0.67,0.18,0.12,0.44,0.24,0.06,1.131,0.284,9.3,4.59,216.2
Bailey Ober,27,620,Maj-AL,Minnesota,28,,560,64,133,25,1,26,,30,0,150,8,,2,8,3,6,,,,,412.4,2023,pitcher,27.0,8.0,7.0,,148.2,61.0,3.69,1.0,600.0,2408.0,0.67,0.14,0.14,0.34,0.2,0.09,1.096,0.277,9.1,5.0,148.2
Shohei Ohtani,28,668,Maj-AL,Los Angeles,23,,463,50,85,15,0,18,,55,0,167,11,,1,16,5,3,,,,,450.9,2023,pitcher,23.0,10.0,5.0,,132.0,46.0,3.14,1.0,531.0,2089.0,0.64,0.17,0.13,0.46,0.21,0.08,1.061,0.24,11.4,3.04,132.0
Steven Okert,31,627,Maj-NL,Miami,65,,223,32,52,15,1,9,,24,0,74,2,,1,2,9,0,,,,,177.95000000000002,2023,pitcher,2.0,3.0,2.0,,59.2,30.0,4.53,0.0,252.0,1036.0,0.64,0.17,0.13,0.26,0.3,0.11,1.274,0.305,11.2,3.08,59.2
Reese Olson,23,634,Maj-AL,Detroit,21,,386,49,83,13,3,14,,33,0,103,1,,2,9,4,3,,,,,279.54999999999995,2023,pitcher,18.0,5.0,7.0,,103.2,46.0,3.99,1.0,422.0,1743.0,0.63,0.17,0.12,0.42,0.26,0.07,1.119,0.255,8.9,3.12,103.2
Luis Ortiz,27,630,Maj-NL,Philadelphia,14,,74,7,23,5,1,1,,5,0,16,0,,0,3,0,1,,,,,46.45,2023,pitcher,0.0,0.0,0.0,1.0,19.0,7.0,3.32,0.0,80.0,299.0,0.67,0.18,0.09,0.53,0.25,0.03,1.474,0.386,7.6,3.2,19.0
Luis Ortiz,24,632,Maj-NL,Pittsburgh,18,,344,50,99,14,1,13,,48,0,59,2,,6,11,5,0,,,,,134.10000000000002,2023,pitcher,15.0,5.0,5.0,,86.2,46.0,4.78,2.0,400.0,1460.0,0.61,0.15,0.09,0.48,0.24,0.02,1.696,0.309,6.1,1.23,86.2
Adam Ottavino,37,630,Maj-NL,New York,66,,221,24,46,8,0,7,,29,3,62,8,,1,6,22,1,,,,,175.45,2023,pitcher,0.0,1.0,7.0,12.0,61.2,22.0,3.21,1.0,261.0,1025.0,0.63,0.21,0.1,0.56,0.15,0.04,1.216,0.255,9.0,2.14,61.2
Johan Oviedo,25,633,Maj-NL,Pittsburgh,32,,678,91,161,41,5,19,,83,1,158,13,,4,12,9,3,,,,,394.04999999999995,2023,pitcher,32.0,9.0,14.0,,177.2,85.0,4.31,0.0,781.0,2980.0,0.62,0.15,0.11,0.45,0.25,0.07,1.373,0.281,8.0,1.9,177.2
Emilio Pag\xc3\xa1n,32,620,Maj-AL,Minnesota,68,,254,26,45,12,2,5,,22,2,66,1,,2,2,3,2,,,,,208.20000000000002,2023,pitcher,1.0,5.0,2.0,1.0,71.1,23.0,2.9,0.0,280.0,1090.0,0.67,0.12,0.12,0.31,0.22,0.11,0.939,0.216,8.3,3.0,71.1
Andre Pallante,24,630,Maj-NL,St. Louis,62,,266,37,76,16,0,6,,30,0,43,3,,2,8,15,3,,,,,104.10000000000001,2023,pitcher,0.0,4.0,1.0,,68.0,36.0,4.76,1.0,302.0,1138.0,0.61,0.15,0.07,0.77,0.15,0.01,1.559,0.32,5.7,1.43,68.0
James Paxton,34,659,Maj-AL,Boston,19,,372,51,93,19,1,18,,33,0,101,2,,2,6,4,0,,,,,247.7,2023,pitcher,19.0,7.0,5.0,,96.0,48.0,4.5,0.0,411.0,1692.0,0.65,0.14,0.13,0.43,0.23,0.08,1.313,0.294,9.5,3.06,96.0
Joel Payamps,29,627,Maj-NL,Milwaukee,70,,265,24,58,8,0,8,,18,1,79,5,,2,4,6,3,,,,,234.64999999999998,2023,pitcher,0.0,7.0,5.0,3.0,72.1,20.0,2.49,0.0,293.0,1138.0,0.63,0.19,0.11,0.48,0.21,0.08,1.051,0.278,9.8,4.39,72.1
Elvis Peguero,26,626,Maj-NL,Milwaukee,61,,227,25,50,4,1,4,,26,1,56,4,,1,9,12,1,,,,,162.25,2023,pitcher,0.0,4.0,5.0,1.0,63.0,23.0,3.29,0.0,258.0,937.0,0.63,0.16,0.13,0.57,0.21,0.03,1.206,0.274,8.0,2.15,63.0
Freddy Peralta,27,626,Maj-NL,Milwaukee,31,,635,81,134,31,0,27,,56,0,215,6,,1,7,7,0,,,,,548.9,2023,pitcher,31.0,12.0,11.0,,170.2,75.0,3.96,0.0,700.0,2924.0,0.63,0.15,0.14,0.42,0.2,0.1,1.113,0.272,11.3,3.84,170.2
Wandy Peralta,31,646,Maj-AL,New York,63,,189,19,36,2,1,7,,30,0,51,6,,1,4,1,2,,,,,148.8,2023,pitcher,0.0,4.0,2.0,4.0,54.0,17.0,2.83,3.0,227.0,878.0,0.6,0.13,0.14,0.57,0.17,0.04,1.222,0.22,8.5,1.7,54.0
Cionel P\xc3\xa9rez,27,622,Maj-AL,Baltimore,67,,218,30,57,10,0,2,,28,3,48,4,,1,5,11,1,,,,,126.85000000000001,2023,pitcher,0.0,4.0,2.0,3.0,55.0,21.0,3.44,0.0,254.0,904.0,0.63,0.17,0.09,0.63,0.18,0.04,1.545,0.325,7.9,1.71,55.0
Eury P\xc3\xa9rez,20,640,Maj-NL,Miami,19,,337,35,72,22,2,15,,31,0,108,2,,2,5,11,1,,,,,297.0,2023,pitcher,19.0,5.0,6.0,,91.1,32.0,3.15,0.0,374.0,1534.0,0.64,0.14,0.16,0.27,0.23,0.12,1.128,0.264,10.6,3.48,91.1
Mart\xc3\xadn P\xc3\xa9rez,32,602,Maj-AL,Texas,38,,568,79,159,26,2,21,,52,1,95,4,,5,18,3,1,,,,,242.75000000000003,2023,pitcher,20.0,10.0,4.0,,146.1,75.0,4.61,0.0,632.0,2310.0,0.64,0.18,0.07,0.47,0.23,0.06,1.442,0.302,5.8,1.83,146.1
David Peterson,27,632,Maj-NL,New York,27,,432,64,124,17,4,16,,50,0,128,6,,3,14,4,5,,,,,276.25,2023,pitcher,21.0,3.0,8.0,,111.0,62.0,5.03,8.0,492.0,1966.0,0.62,0.16,0.13,0.55,0.23,0.05,1.568,0.371,10.4,2.56,111.0
Brandon Pfaadt,24,600,Maj-NL,Arizona,24,,466,71,128,30,3,25,,31,0,120,3,,5,8,8,4,,,,,272.79999999999995,2023,pitcher,23.0,3.0,10.0,,118.0,69.0,5.26,0.0,508.0,1942.0,0.66,0.16,0.12,0.34,0.25,0.07,1.347,0.316,9.2,3.87,118.0
Evan Phillips,28,619,Maj-NL,Los Angeles,64,,224,19,40,7,1,6,,14,3,69,4,,1,6,4,1,,,,,220.95,2023,pitcher,0.0,2.0,4.0,24.0,63.2,14.0,1.98,0.0,246.0,959.0,0.67,0.19,0.13,0.45,0.23,0.05,0.848,0.227,9.8,4.93,63.2
Nick Pivetta,30,631,Maj-AL,Boston,38,,528,69,110,31,1,23,,50,1,183,6,,2,7,12,2,,,,,461.9,2023,pitcher,16.0,10.0,9.0,1.0,142.2,64.0,4.04,1.0,587.0,2380.0,0.65,0.16,0.13,0.37,0.27,0.04,1.121,0.269,11.5,3.66,142.2
Colin Poche,29,626,Maj-AL,Tampa Bay,67,,222,19,45,13,1,4,,24,1,63,1,,3,2,7,1,,,,,191.25,2023,pitcher,0.0,12.0,3.0,1.0,61.2,17.0,2.48,0.0,252.0,955.0,0.64,0.15,0.13,0.35,0.23,0.13,1.119,0.259,9.2,2.63,61.2
Ryan Pressly,34,610,Maj-AL,Houston,70,,265,33,56,8,1,8,,18,0,84,1,,5,4,2,0,,,,,234.0,2023,pitcher,0.0,5.0,5.0,34.0,71.1,26.0,3.28,0.0,289.0,1115.0,0.66,0.16,0.16,0.56,0.19,0.02,1.037,0.27,10.6,4.67,71.1
Quinn Priester,22,630,Maj-NL,Pittsburgh,10,,200,43,58,17,0,12,,27,0,36,3,,3,4,2,0,,,,,48.2,2023,pitcher,8.0,3.0,3.0,,50.0,43.0,7.74,0.0,234.0,866.0,0.61,0.16,0.1,0.53,0.23,0.06,1.7,0.297,6.5,1.33,50.0
A.J. Puk,28,627,Maj-NL,Miami,59,,228,29,55,10,0,10,,13,2,79,2,,2,1,9,1,,,,,198.25,2023,pitcher,0.0,7.0,5.0,15.0,57.2,25.0,3.9,1.0,246.0,966.0,0.68,0.2,0.15,0.45,0.18,0.1,1.179,0.319,12.3,6.08,57.2
Cal Quantrill,28,631,Maj-AL,Cleveland,19,,398,59,111,22,4,11,,35,0,58,7,,4,10,10,1,,,,,134.95000000000002,2023,pitcher,19.0,4.0,7.0,,99.2,58.0,5.24,1.0,444.0,1711.0,0.62,0.15,0.08,0.4,0.28,0.07,1.465,0.3,5.2,1.66,99.2
Jose Quintana,34,630,Maj-NL,New York,13,,289,33,75,11,2,5,,24,0,60,1,,4,9,5,1,,,,,172.75,2023,pitcher,13.0,3.0,6.0,,75.2,30.0,3.57,0.0,319.0,1229.0,0.62,0.17,0.09,0.42,0.26,0.05,1.308,0.307,7.1,2.5,75.2
Cole Ragans,25,632,Maj-AL,"Kansas City,Texas",29,,346,40,70,10,2,7,,41,1,113,2,,3,8,3,2,,,,,302.7,2023,pitcher,12.0,7.0,5.0,,96.0,37.0,3.47,0.0,392.0,1586.0,0.64,0.14,0.14,0.44,0.24,0.05,1.156,0.275,10.6,2.76,96.0
Brooks Raley,35,630,Maj-NL,New York,66,,203,19,44,11,0,4,,25,3,61,6,,1,5,5,0,,,,,172.5,2023,pitcher,0.0,1.0,2.0,3.0,54.2,17.0,2.8,0.0,236.0,984.0,0.61,0.18,0.12,0.43,0.2,0.1,1.262,0.288,10.0,2.44,54.2
Erasmo Ram\xc3\xadrez,33,631,"Maj-AL,Maj-NL","Tampa Bay,Washington",38,,250,47,82,13,1,11,,13,0,43,4,,7,5,1,2,,,,,78.85000000000001,2023,pitcher,2.0,3.0,3.0,,60.1,43.0,6.41,0.0,274.0,964.0,0.66,0.15,0.1,0.44,0.26,0.03,1.575,0.35,6.4,3.31,60.1
Colin Rea,32,631,Maj-NL,Milwaukee,26,,468,65,110,18,3,23,,38,0,110,4,,4,9,17,2,,,,,285.8,2023,pitcher,22.0,6.0,6.0,,124.2,63.0,4.55,0.0,517.0,2018.0,0.66,0.18,0.1,0.44,0.23,0.07,1.187,0.257,7.9,2.89,124.2
Trevor Richards,30,629,Maj-AL,Toronto,56,,276,41,63,13,1,13,,35,3,105,2,,2,3,2,0,,,,,236.0,2023,pitcher,3.0,2.0,1.0,,72.2,40.0,4.95,1.0,315.0,1353.0,0.64,0.16,0.17,0.32,0.23,0.07,1.349,0.313,13.0,3.0,72.2
David Robertson,38,626,Maj-NL,"Miami,New York",63,,248,30,55,10,1,8,,25,2,82,3,,0,7,9,0,,,,,220.2,2023,pitcher,0.0,6.0,6.0,18.0,67.1,24.0,3.21,1.0,277.0,1100.0,0.64,0.19,0.13,0.44,0.2,0.1,1.188,0.297,11.0,3.28,67.1
Carlos Rod\xc3\xb3n,30,631,Maj-AL,New York,14,,249,51,65,14,0,15,,28,0,64,4,,4,3,5,1,,,,,119.05,2023,pitcher,14.0,3.0,8.0,,64.1,49.0,6.85,1.0,286.0,1129.0,0.65,0.12,0.13,0.28,0.26,0.07,1.446,0.287,9.0,2.29,64.1
Eduardo Rodr\xc3\xadguez,30,629,Maj-AL,Detroit,26,,563,59,128,25,2,15,,48,0,143,3,,6,11,10,5,,,,,412.59999999999997,2023,pitcher,26.0,13.0,9.0,,152.2,56.0,3.3,0.0,621.0,2445.0,0.65,0.18,0.1,0.43,0.27,0.07,1.153,0.275,8.4,2.98,152.2
Grayson Rodriguez,23,622,Maj-AL,Baltimore,24,,478,67,127,19,4,16,,46,0,131,2,,3,14,4,2,,,,,309.75,2023,pitcher,24.0,7.0,5.0,,123.2,64.0,4.66,1.0,530.0,2163.0,0.66,0.15,0.12,0.47,0.25,0.04,1.399,0.332,9.5,2.85,123.2
Taylor Rogers,32,629,Maj-NL,San Francisco,60,,185,27,39,7,1,6,,25,3,64,3,,2,5,6,1,,,,,162.54999999999998,2023,pitcher,0.0,6.0,4.0,2.0,51.2,22.0,3.83,1.0,216.0,835.0,0.65,0.23,0.1,0.44,0.19,0.12,1.239,0.282,11.1,2.56,51.2
Tyler Rogers,32,630,Maj-NL,San Francisco,68,,280,27,66,14,1,7,,19,2,60,3,,2,5,5,1,,,,,186.2,2023,pitcher,0.0,4.0,5.0,2.0,74.0,25.0,3.04,1.0,309.0,1124.0,0.69,0.18,0.11,0.53,0.18,0.08,1.149,0.274,7.3,3.16,74.0
Jordan Romano,30,626,Maj-AL,Toronto,60,,225,20,49,9,1,6,,24,5,73,3,,0,3,9,1,,,,,200.64999999999998,2023,pitcher,0.0,5.0,7.0,36.0,60.1,19.0,2.83,0.0,254.0,930.0,0.66,0.15,0.17,0.39,0.24,0.1,1.21,0.295,10.9,3.04,60.1
Joe Ryan,27,619,Maj-AL,Minnesota,30,,634,84,157,30,1,33,,34,0,198,6,,6,7,7,3,,,,,484.55,2023,pitcher,30.0,11.0,10.0,,163.2,82.0,4.51,0.0,680.0,2711.0,0.69,0.14,0.14,0.33,0.23,0.09,1.167,0.303,10.9,5.82,163.2
Hyun Jin Ryu,36,630,Maj-AL,Toronto,11,,206,25,53,12,0,9,,14,0,38,1,,1,4,3,1,,,,,114.7,2023,pitcher,11.0,3.0,3.0,,52.0,20.0,3.46,0.0,224.0,830.0,0.66,0.18,0.1,0.46,0.24,0.06,1.288,0.275,6.6,2.71,52.0
Chris Sale,34,632,Maj-AL,Boston,20,,384,52,87,24,2,15,,29,0,125,8,,3,7,8,1,,,,,311.1,2023,pitcher,20.0,6.0,5.0,,102.2,49.0,4.3,0.0,425.0,1670.0,0.65,0.17,0.13,0.38,0.23,0.08,1.13,0.291,11.0,4.31,102.2
Cristopher S\xc3\xa1nchez,26,610,Maj-NL,Philadelphia,20,,385,46,90,18,2,16,,17,0,97,3,,1,13,7,2,,,,,281.25,2023,pitcher,19.0,3.0,5.0,,101.2,39.0,3.45,2.0,407.0,1498.0,0.67,0.19,0.11,0.58,0.2,0.02,1.052,0.271,8.6,5.71,101.2
Nick Sandlin,26,629,Maj-AL,Cleveland,61,,209,28,38,7,0,12,,24,1,66,2,,2,4,7,3,,,,,181.1,2023,pitcher,0.0,5.0,5.0,,60.0,25.0,3.75,0.0,239.0,1008.0,0.63,0.16,0.14,0.42,0.16,0.1,1.033,0.195,9.9,2.75,60.0
Patrick Sandoval,26,635,Maj-AL,Los Angeles,28,,567,89,145,29,1,12,,74,2,128,4,,3,12,7,3,,,,,318.20000000000005,2023,pitcher,28.0,7.0,13.0,,144.2,66.0,4.11,3.0,652.0,2621.0,0.62,0.16,0.12,0.47,0.28,0.06,1.514,0.309,8.0,1.73,144.2
Gregory Santos,23,644,Maj-AL,Chicago,60,,267,29,69,8,1,2,,17,1,66,5,,0,2,10,3,,,,,179.15,2023,pitcher,0.0,2.0,2.0,5.0,66.1,25.0,3.39,1.0,289.0,1053.0,0.68,0.18,0.13,0.52,0.3,0.01,1.296,0.337,9.0,3.88,66.1
Josh Sborz,29,598,Maj-AL,Texas,54,,235,34,47,8,1,8,,21,0,79,1,,0,4,4,0,,,,,197.85000000000002,2023,pitcher,0.0,6.0,7.0,1.0,64.1,33.0,4.62,0.0,258.0,1003.0,0.64,0.18,0.15,0.47,0.22,0.07,1.057,0.264,11.1,3.76,64.1
Max Scherzer,38,600,"Maj-AL,Maj-NL","New York,Texas",30,,606,72,137,25,1,30,,50,1,181,5,,2,10,10,1,,,,,472.55,2023,pitcher,30.0,13.0,7.0,,162.1,71.0,3.94,0.0,663.0,2609.0,0.66,0.15,0.13,0.34,0.22,0.11,1.152,0.27,10.0,3.62,162.1
Clarke Schmidt,27,630,Maj-AL,New York,33,,630,91,169,41,1,24,,46,0,149,11,,7,13,8,3,,,,,358.65,2023,pitcher,32.0,9.0,9.0,,159.0,82.0,4.64,0.0,694.0,2713.0,0.65,0.18,0.1,0.44,0.24,0.08,1.352,0.313,8.4,3.24,159.0
Jesse Scholtens,29,640,Maj-AL,Chicago,26,,343,54,100,12,0,15,,30,1,58,2,,2,8,7,3,,,,,134.55,2023,pitcher,11.0,1.0,9.0,1.0,85.0,50.0,5.29,0.0,377.0,1447.0,0.62,0.17,0.09,0.41,0.24,0.06,1.529,0.313,6.1,1.93,85.0
Tanner Scott,28,626,Maj-NL,Miami,75,,280,22,53,11,0,3,,24,3,105,4,,2,10,5,0,,,,,301.65000000000003,2023,pitcher,0.0,9.0,5.0,12.0,79.0,20.0,2.28,0.0,310.0,1218.0,0.68,0.17,0.17,0.5,0.25,0.05,0.975,0.287,12.0,4.38,79.0
Connor Seabold,27,629,Maj-NL,Colorado,27,,366,76,116,27,3,19,,28,1,67,7,,5,5,1,0,,,,,100.4,2023,pitcher,13.0,1.0,7.0,,87.1,73.0,7.52,0.0,408.0,1563.0,0.66,0.15,0.1,0.34,0.26,0.08,1.649,0.34,6.9,2.39,87.1
JP Sears,27,629,Maj-AL,Oakland,32,,662,90,165,33,4,34,,53,2,161,16,,3,9,15,8,,,,,397.84999999999997,2023,pitcher,32.0,5.0,14.0,,172.1,87.0,4.54,3.0,735.0,2867.0,0.65,0.14,0.11,0.3,0.22,0.12,1.265,0.279,8.4,3.04,172.1
Kodai Senga,30,633,Maj-NL,New York,29,,606,60,126,21,0,17,,77,0,202,5,,4,13,11,3,,,,,545.9499999999999,2023,pitcher,29.0,12.0,7.0,,166.1,55.0,2.98,1.0,694.0,2792.0,0.61,0.16,0.13,0.44,0.22,0.09,1.22,0.279,10.9,2.62,166.1
Luis Severino,29,652,Maj-AL,New York,19,,375,73,113,22,2,23,,34,1,79,5,,1,3,9,1,,,,,138.29999999999998,2023,pitcher,18.0,4.0,8.0,,89.1,66.0,6.65,6.0,417.0,1636.0,0.66,0.15,0.09,0.43,0.26,0.06,1.646,0.328,8.0,2.32,89.1
Paul Sewald,33,598,"Maj-AL,Maj-NL","Arizona,Seattle",75,,260,29,55,10,0,10,,27,2,96,4,,1,3,9,0,,,,,247.9,2023,pitcher,0.0,4.0,2.0,40.0,70.2,27.0,3.44,0.0,294.0,1201.0,0.67,0.16,0.14,0.32,0.22,0.08,1.16,0.29,12.2,3.56,70.2
Emmet Sheehan,23,623,Maj-NL,Los Angeles,14,,233,36,50,11,1,12,,28,0,68,2,,3,5,4,1,,,,,162.5,2023,pitcher,11.0,4.0,1.0,1.0,64.0,36.0,5.06,0.0,266.0,1102.0,0.64,0.13,0.14,0.33,0.21,0.08,1.219,0.244,9.6,2.43,64.0
Jared Shuster,24,644,Maj-NL,Atlanta,11,,201,34,53,10,2,7,,26,0,30,1,,2,4,9,3,,,,,65.0,2023,pitcher,11.0,4.0,3.0,,52.2,34.0,5.81,0.0,230.0,864.0,0.62,0.16,0.09,0.36,0.23,0.12,1.5,0.277,5.1,1.15,52.2
Chase Silseth,23,631,Maj-AL,Los Angeles,16,,193,26,41,9,0,9,,26,0,56,2,,0,6,3,0,,,,,144.85000000000002,2023,pitcher,8.0,4.0,1.0,,52.1,23.0,3.96,1.0,221.0,888.0,0.61,0.17,0.11,0.49,0.23,0.04,1.28,0.25,9.6,2.15,52.1
Lucas Sims,29,630,Maj-NL,Cincinnati,67,,202,23,33,11,1,5,,39,1,72,10,,5,3,5,2,,,,,192.54999999999998,2023,pitcher,0.0,7.0,3.0,3.0,61.0,21.0,3.1,3.0,258.0,1063.0,0.6,0.15,0.14,0.25,0.21,0.15,1.18,0.215,10.6,1.85,61.0
Brady Singer,26,642,Maj-AL,Kansas City,29,,634,102,182,44,5,20,,49,0,133,8,,10,13,11,3,,,,,288.35,2023,pitcher,29.0,8.0,11.0,,159.2,98.0,5.52,0.0,702.0,2613.0,0.64,0.18,0.1,0.5,0.24,0.04,1.447,0.33,7.5,2.71,159.2
Tarik Skubal,26,633,Maj-AL,Detroit,15,,292,28,58,11,3,4,,14,0,102,3,,1,8,4,0,,,,,292.25,2023,pitcher,15.0,7.0,3.0,,80.1,25.0,2.8,1.0,310.0,1219.0,0.69,0.16,0.15,0.52,0.2,0.09,0.896,0.289,11.4,7.29,80.1
Drew Smith,29,630,Maj-NL,New York,62,,208,31,50,13,4,7,,29,0,60,5,,2,7,5,3,,,,,146.85,2023,pitcher,0.0,4.0,6.0,3.0,56.1,26.0,4.15,1.0,244.0,1082.0,0.61,0.15,0.1,0.3,0.22,0.11,1.402,0.301,9.6,2.07,56.1
Will Smith,33,599,Maj-AL,Texas,65,,221,35,47,11,1,6,,20,4,59,1,,0,4,8,2,,,,,152.20000000000002,2023,pitcher,0.0,2.0,7.0,22.0,60.2,32.0,4.75,2.0,242.0,926.0,0.66,0.16,0.14,0.31,0.28,0.09,1.104,0.263,8.8,2.95,60.2
Drew Smyly,34,629,Maj-NL,Chicago,41,,554,89,147,36,2,26,,56,0,141,6,,7,10,15,5,,,,,321.34999999999997,2023,pitcher,23.0,11.0,11.0,,142.1,79.0,5.0,5.0,626.0,2403.0,0.63,0.16,0.11,0.36,0.24,0.12,1.426,0.307,8.9,2.52,142.1
Blake Snell,30,635,Maj-NL,San Diego,32,,636,47,115,22,0,15,,99,0,234,3,,3,13,25,1,,,,,655.3000000000001,2023,pitcher,32.0,14.0,9.0,,180.0,45.0,2.25,1.0,742.0,3169.0,0.58,0.15,0.15,0.44,0.26,0.05,1.189,0.256,11.7,2.36,180.0
George Soriano,24,627,Maj-NL,Miami,27,,200,26,46,9,0,6,,23,1,53,5,,2,4,0,0,,,,,139.35,2023,pitcher,1.0,0.0,0.0,1.0,53.0,22.0,3.74,0.0,231.0,900.0,0.62,0.17,0.12,0.43,0.23,0.08,1.302,0.28,9.0,2.3,53.0
Gregory Soto,28,607,Maj-NL,Philadelphia,74,,237,36,52,10,0,6,,24,0,68,2,,2,4,2,0,,,,,168.20000000000002,2023,pitcher,0.0,3.0,4.0,3.0,63.1,33.0,4.69,1.0,266.0,1025.0,0.66,0.18,0.15,0.53,0.17,0.04,1.2,0.279,9.7,2.83,63.1
Gabe Speier,28,630,Maj-AL,Seattle,69,,200,24,47,7,0,7,,11,4,64,3,,2,8,5,1,,,,,170.9,2023,pitcher,0.0,2.0,2.0,1.0,54.2,23.0,3.79,0.0,216.0,782.0,0.69,0.16,0.16,0.56,0.21,0.03,1.061,0.305,10.5,5.82,54.2
Ryne Stanek,31,607,Maj-AL,Houston,59,,205,27,46,9,0,9,,21,1,52,2,,1,4,2,0,,,,,136.10000000000002,2023,pitcher,0.0,4.0,1.0,,54.2,26.0,4.28,0.0,229.0,921.0,0.63,0.11,0.14,0.32,0.22,0.08,1.226,0.255,8.6,2.48,54.2
